ticker,company_name,sector,market_cap_category,has_market_cap,has_annual_financials,deactivated_on
GKP,G. K. P. Printing & Packaging,,,FALSE,FALSE,2026-04-30
GLANCE,GLANCE FINANCE LTD.,,,FALSE,FALSE,2026-04-30
GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,,,FALSE,FALSE,2026-04-30
GLOBALPET,,,,FALSE,FALSE,2026-04-30
GLOBUSCON,GLOBUS CONSTRUCTORS & DEVELOPE,,,FALSE,FALSE,2026-04-30
GLS,,,,FALSE,FALSE,2026-04-30
GML,,,,FALSE,FALSE,2026-04-30
GMRINFRA,,,,FALSE,FALSE,2026-04-30
GNRL,Gujarat Natural Resources Limited,Oil Gas & Consumable Fuels,,FALSE,FALSE,2026-04-30
GODAVARI,GODAVARI DRUGS LTD.,,,FALSE,FALSE,2026-04-30
GODHA,,,,FALSE,FALSE,2026-04-30
GOLCA,GOLDEN CARPETS LTD.,,,FALSE,FALSE,2026-04-30
GOLD1,,Financial Services,,FALSE,FALSE,2026-04-30
GOLD360,,Financial Services,,FALSE,FALSE,2026-04-30
GOLDBETA,,Financial Services,,FALSE,FALSE,2026-04-30
GOLDBND,,Financial Services,,FALSE,FALSE,2026-04-30
GOLDCASE,,Financial Services,,FALSE,FALSE,2026-04-30
GOLDLEG,GOLDEN LEGAND LEASING & FINANC,,,FALSE,FALSE,2026-04-30
GOLDSHARE,,,,FALSE,FALSE,2026-04-30
GOLDSTAR,,,,FALSE,FALSE,2026-04-30
GOLKUNDIA,GOLKUNDA DIAMONDS & JEWELLERY,,,FALSE,FALSE,2026-04-30
GOODRICKE,GOODRICKE GROUP LTD.,,,FALSE,FALSE,2026-04-30
GORANIN,GORANI INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
GOWRALE,GOWRA LEASING & FINANCE LTD.,,,FALSE,FALSE,2026-04-30
GOYALASS,GOYAL ASSOCIATES LTD.,,,FALSE,FALSE,2026-04-30
GOYALSALT,,,,FALSE,FALSE,2026-04-30
GPECO,,,,FALSE,FALSE,2026-04-30
GRAMEVA,GRAMEVA LIMITED,,,FALSE,FALSE,2026-04-30
GRANDMA,GRANDMA TRADING & AGENCIES LTD,,,FALSE,FALSE,2026-04-30
GRANDOAK,Grand Oak Canyons Distillery Limited,Financial Services,,FALSE,FALSE,2026-04-30
GRAPHISAD,,,,FALSE,FALSE,2026-04-30
GRATEXI,GRATEX INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
GRAVISSHO,Graviss Hospitality Limited,Consumer Services,,FALSE,FALSE,2026-04-30
GRAVITY,GRAVITY (INDIA) LTD.,,,FALSE,FALSE,2026-04-30
GRCL,,,,FALSE,FALSE,2026-04-30
GREENCHEF,,,,FALSE,FALSE,2026-04-30
GREENCREST,GREENCREST FINANCIAL SERVICES,,,FALSE,FALSE,2026-04-30
GREENLEAF,,,,FALSE,FALSE,2026-04-30
GRETEX,,,,FALSE,FALSE,2026-04-30
GROARC,GROARC INDUSTRIES INDIA LIMITE,,,FALSE,FALSE,2026-04-30
GROVY,Grovy India Limited,,,FALSE,FALSE,2026-04-30
GROWWCAPM,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWCHEM,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWDEFNC,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWEV,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWGOLD,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWHOSPI,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWHOSPI.BO,Groww Mutual Fund,,,FALSE,FALSE,2026-04-30
GROWWLIQID,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWLOVOL,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWMC150,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWMETAL,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWMOM50,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWN200,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWNET,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWNIFTY,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWNXT50,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWPOWER,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWPOWER.BO,Groww Mutual Fund,,,FALSE,FALSE,2026-04-30
GROWWPSE,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWPSUBK,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWRAIL,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWRLTY,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWSC250,,Financial Services,,FALSE,FALSE,2026-04-30
GROWWSLVR,,Financial Services,,FALSE,FALSE,2026-04-30
GSAUTO,G.S.AUTO INTERNATIONAL LTD.,,,FALSE,FALSE,2026-04-30
GSBFIN,GSB FINANCE LTD.,,,FALSE,FALSE,2026-04-30
GSCLCEMENT,,Construction Materials,,FALSE,TRUE,2026-04-30
GSEC10ABSL,,Financial Services,,FALSE,FALSE,2026-04-30
GSEC10YEAR,,Financial Services,,FALSE,FALSE,2026-04-30
GSMFOILS,,,,FALSE,FALSE,2026-04-30
GTNINDS,GTN INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
GTTDATA,GTT DATA SOLUTIONS LIMITED,,,FALSE,FALSE,2026-04-30
GTV,GTV Engineering Limited,,,FALSE,FALSE,2026-04-30
GUJARATPOLY,Gujarat Poly Electronics Limit,,,FALSE,FALSE,2026-04-30
GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
GUJHOTE,GUJARAT HOTELS LTD.,,,FALSE,FALSE,2026-04-30
GUJINTRX,GUJARAT INTRUX LTD.,,,FALSE,FALSE,2026-04-30
GUJINV,GUJARAT INVESTA LTD.,,,FALSE,FALSE,2026-04-30
GUJPETR,GUJARAT PETROSYNTHESE LTD.,,,FALSE,FALSE,2026-04-30
GUJRAFFIA,Gujarat Raffia Industries Limited,Capital Goods,,FALSE,TRUE,2026-04-30
GUJSTATFIN,GUJARAT STATE FINANCIAL CORPOR,,,FALSE,FALSE,2026-04-30
GUJTERC,GUJARAT TERCE LABORATORIES LTD,,,FALSE,FALSE,2026-04-30
GUJTLRM,GUJARAT TOOLROOM LTD.,,,FALSE,FALSE,2026-04-30
GUJWIND,Gujarat Winding Systems Limite,,,FALSE,FALSE,2026-04-30
GURUNANAK,,,,FALSE,FALSE,2026-04-30
GVBL,GENOMIC VALLEY BIOTECH LIMITED,,,FALSE,FALSE,2026-04-30
GYANDEV,GYAN DEVELOPERS & BUILDERS LTD,,,FALSE,FALSE,2026-04-30
HALDYNGL,Haldyn Glass Limited,Capital Goods,,FALSE,FALSE,2026-04-30
HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.,,,FALSE,FALSE,2026-04-30
HARIAAPL,HARIA APPARELS LTD,,,FALSE,FALSE,2026-04-30
HARIAEXPO,HARIA EXPORTS LTD.,,,FALSE,FALSE,2026-04-30
HARISH,Harish Textile Engineers Limit,,,FALSE,FALSE,2026-04-30
HARLETH,HARYANA LEATHER CHEMICALS LTD.,,,FALSE,FALSE,2026-04-30
HARYNACAP,HARYANA CAPFIN LTD.,,,FALSE,FALSE,2026-04-30
HATHWAYB,HATHWAY BHAWANI CABLETEL & DAT,,,FALSE,FALSE,2026-04-30
HAWAENG,Hawa Engineers ltd.,,,FALSE,FALSE,2026-04-30
HAWKINCOOK,Hawkins Cookers Limited,Consumer Durables,,FALSE,TRUE,2026-04-30
HAZOOR,HAZOOR MULTI PROJECTS LTD.,,,FALSE,FALSE,2026-04-30
HBESD,HB Estate Developers Limited,Realty,,FALSE,FALSE,2026-04-30
HBGHOTELS,HBG HOTELS LIMITED,,,FALSE,FALSE,2026-04-30
HBLEAS,HB LEASING & FINANCE CO.LTD.,,,FALSE,FALSE,2026-04-30
HBLPOWER,,,,FALSE,FALSE,2026-04-30
HBPOR,HB PORTFOLIO LTD.,,,FALSE,FALSE,2026-04-30
HDFC,,Financial Services,,FALSE,TRUE,2026-04-30
HDFCBSE500,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCBSE500.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCGOLD,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCGROWTH,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCGROWTH.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCLIQUID,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCLOWVOL,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCLOWVOL.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCMID150,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCMID150.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCMOMENT,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCMOMENT.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCNEXT50,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCNEXT50.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCNIF100,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCNIF100.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCNIFBAN,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCNIFBAN.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCNIFIT,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCNIFIT.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCNIFTY,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCNIFTY.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCPSUBK,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCPSUBK.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCPVTBAN,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCPVTBAN.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCQUAL,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCQUAL.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCSENSEX,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCSENSEX.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCSILVER,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCSML250,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCSML250.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HDFCVALUE,,Financial Services,,FALSE,FALSE,2026-04-30
HDFCVALUE.BO,HDFC Mutual Fund,,,FALSE,FALSE,2026-04-30
HEALTHCARE,,Financial Services,,FALSE,FALSE,2026-04-30
HEALTHCARE.BO,Mirae Asset Mutual Fund,,,FALSE,FALSE,2026-04-30
HEALTHIETF,,,,FALSE,FALSE,2026-04-30
HEALTHY,,Financial Services,,FALSE,FALSE,2026-04-30
HEALTHY.BO,Aditya Birla Sun Life Mutual F,,,FALSE,FALSE,2026-04-30
HEERAISP,HEERA ISPAT LTD.,,,FALSE,FALSE,2026-04-30
HELPAGE,Helpage Finlease Ltd.,,,FALSE,FALSE,2026-04-30
HEMORGANIC,HEMO ORGANIC LIMITED,,,FALSE,FALSE,2026-04-30
HERCULES.BO,Hercules Investments Limited,,,FALSE,FALSE,2026-04-30
HEUBACHIND,,,,FALSE,FALSE,2026-04-30
HFIL,HIMALAYA FOOD INTERNATIONAL LI,,,FALSE,FALSE,2026-04-30
HIGHENE,HIGH ENERGY BATTERIES (INDIA),,,FALSE,FALSE,2026-04-30
HIGREEN,,,,FALSE,FALSE,2026-04-30
HIL,,,,FALSE,FALSE,2026-04-30
HILIKS,HILIKS TECHNOLOGIES LIMITED,,,FALSE,FALSE,2026-04-30
HILLTONE,Hilltone Software and Gases Lt,,,FALSE,FALSE,2026-04-30
HIMTEK,HIM TEKNOFORGE LIMITED,,,FALSE,FALSE,2026-04-30
HINDADH,HINDUSTAN ADHESIVES LTD.,,,FALSE,FALSE,2026-04-30
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
HINDAPL,HINDUSTAN APPLIANCES LTD.,,,FALSE,FALSE,2026-04-30
HINDHARD,HINDUSTAN HARDY LIMITED,,,FALSE,FALSE,2026-04-30
HINDMILL,HINDOOSTAN MILLS LTD.,,,FALSE,FALSE,2026-04-30
HINDNATGLS,,Capital Goods,,FALSE,TRUE,2026-04-30
HINDTIN,HINDUSTAN TIN WORKS LTD.,,,FALSE,FALSE,2026-04-30
HINDUST,HINDUSTAN AGRIGENETICS LTD.,,,FALSE,FALSE,2026-04-30
HIPOLIN,HIPOLIN LTD.,,,FALSE,FALSE,2026-04-30
HITTCO,HITTCO TOOLS LTD.,,,FALSE,FALSE,2026-04-30
HOACFOODS,,,,FALSE,FALSE,2026-04-30
HOCL,HINDUSTAN ORGANIC CHEMICALS LT,,,FALSE,FALSE,2026-04-30
HOLMARC,,,,FALSE,FALSE,2026-04-30
HOMESFY,,,,FALSE,FALSE,2026-04-30
HOTELRUGBY,,,,FALSE,FALSE,2026-04-30
HOTLSILV,H.S.INDIA LTD.,,,FALSE,FALSE,2026-04-30
HOVS,,,,FALSE,FALSE,2026-04-30
HOWARHO,HOWARD HOTELS LTD.,,,FALSE,FALSE,2026-04-30
HPBL,HCP PLASTENE BULKPACK LIMITED,,,FALSE,FALSE,2026-04-30
HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,,,FALSE,FALSE,2026-04-30
HPTL,,,,FALSE,FALSE,2026-04-30
HRHNEXT,,,,FALSE,FALSE,2026-04-30
HRYNSHP,HARIYANA SHIP BREAKERS LTD.,,,FALSE,FALSE,2026-04-30
HSBCGOLD,,Financial Services,,FALSE,FALSE,2026-04-30
HSIL,,,,FALSE,FALSE,2026-04-30
HVAX,,,,FALSE,FALSE,2026-04-30
IBLFL,,,,FALSE,FALSE,2026-04-30
IBMFNIFTY,,Financial Services,,FALSE,FALSE,2026-04-30
IBREALEST,,,,FALSE,TRUE,2026-04-30
IBULHSGFIN,,,,FALSE,FALSE,2026-04-30
ICICI10GS,,,,FALSE,FALSE,2026-04-30
ICICI500,,,,FALSE,FALSE,2026-04-30
ICICI5GSEC,,,,FALSE,FALSE,2026-04-30
ICICIALPLV,,,,FALSE,FALSE,2026-04-30
ICICIAUTO,,,,FALSE,FALSE,2026-04-30
ICICIB22,,,,FALSE,FALSE,2026-04-30
ICICIB22.BO,ICICI Prudential Mutual Fund,,,FALSE,FALSE,2026-04-30
ICICIBANKN,,,,FALSE,FALSE,2026-04-30
ICICIBANKP,,,,FALSE,FALSE,2026-04-30
ICICICOMMO,,,,FALSE,FALSE,2026-04-30
ICICICONSU,,,,FALSE,FALSE,2026-04-30
ICICIFIN,,,,FALSE,FALSE,2026-04-30
ICICIFMCG,,,,FALSE,FALSE,2026-04-30
ICICIGOLD,,,,FALSE,FALSE,2026-04-30
ICICIINFRA,,,,FALSE,FALSE,2026-04-30
ICICILIQ,,,,FALSE,FALSE,2026-04-30
ICICILOVOL,,,,FALSE,FALSE,2026-04-30
ICICIM150,,,,FALSE,FALSE,2026-04-30
ICICIMCAP,,,,FALSE,FALSE,2026-04-30
ICICIMOM30,,,,FALSE,FALSE,2026-04-30
ICICINF100,,,,FALSE,FALSE,2026-04-30
ICICINIFTY,,,,FALSE,FALSE,2026-04-30
ICICINV20,,,,FALSE,FALSE,2026-04-30
ICICINXT50,,,,FALSE,FALSE,2026-04-30
ICICIPHARM,,,,FALSE,FALSE,2026-04-30
ICICISENSX,,,,FALSE,FALSE,2026-04-30
ICICISILVE,,,,FALSE,FALSE,2026-04-30
ICICITECH,,,,FALSE,FALSE,2026-04-30
ICL,Indo Cotspin Limited,,,FALSE,FALSE,2026-04-30
ICONIKSPEV,ICONIK SPORTS AND EVENTS LIMIT,,,FALSE,FALSE,2026-04-30
IDBIGOLD,,,,FALSE,FALSE,2026-04-30
IDEALTECHO,,,,FALSE,FALSE,2026-04-30
IDENTICAL,,,,FALSE,FALSE,2026-04-30
IDFC,,Financial Services,,FALSE,TRUE,2026-04-30
IDFNIFTYET,,Financial Services,,FALSE,FALSE,2026-04-30
IEL,,Services,,FALSE,TRUE,2026-04-30
IEML,,,,FALSE,FALSE,2026-04-30
IFINSEC,INDIA FINSEC LTD.,,,FALSE,FALSE,2026-04-30
IFINSER,INTERACTIVE FINANCIAL SERVICES,,,FALSE,FALSE,2026-04-30
IFL,IFL ENTERPRISES LIMITED,,,FALSE,FALSE,2026-04-30
IGCIL,IGC Industries Limited,,,FALSE,FALSE,2026-04-30
IIFLSEC,,,,FALSE,FALSE,2026-04-30
IIFLWAM,,,,FALSE,FALSE,2026-04-30
IIRM,IIRM HOLDINGS INDIA LIMITED,,,FALSE,FALSE,2026-04-30
IL&FSTRANS,IL&FS Transportation Networks Limited,Industrials,,TRUE,FALSE,2026-04-30
IMEC,IMEC SERVICES LIMITED,,,FALSE,FALSE,2026-04-30
INA,Insolation Energy Limited,Technology,,FALSE,TRUE,2026-04-30
INANI,INANI MARBLES & INDUSTRIES LTD,,,FALSE,FALSE,2026-04-30
INANISEC,INANI SECURITIES LTD.,,,FALSE,FALSE,2026-04-30
INCAP,INCAP LTD.,,,FALSE,FALSE,2026-04-30
INDAG,INDAG RUBBER LTD.,,,FALSE,FALSE,2026-04-30
INDBNK,IND BANK HOUSING LTD.,,,FALSE,FALSE,2026-04-30
INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,,,FALSE,FALSE,2026-04-30
INDCTST,INDUCTO STEEL LTD.,,,FALSE,FALSE,2026-04-30
INDGELA,INDIA GELATINE & CHEMICALS LTD,,,FALSE,FALSE,2026-04-30
INDIAHOME,INDIA HOME LOAN LTD.,,,FALSE,FALSE,2026-04-30
INDIAHOMES,India Homes Limited,,,FALSE,FALSE,2026-04-30
INDIANVSH,INDIANIVESH LTD.,,,FALSE,FALSE,2026-04-30
INDIFRA,,,,FALSE,FALSE,2026-04-30
INDINFO,INDIAN INFOTECH & SOFTWARE LTD,,,FALSE,FALSE,2026-04-30
INDLEASE,INDIA LEASE DEVELOPMENT LTD.,,,FALSE,FALSE,2026-04-30
INDOCITY,INDO-CITY INFOTECH LTD.,,,FALSE,FALSE,2026-04-30
INDOEURO,INDO EURO INDCHEM LTD.,,,FALSE,FALSE,2026-04-30
INDPRUD,Industrial & Prudential Investment Company Limited,Financial Services,,FALSE,FALSE,2026-04-30
INDSILHYD,INDSIL HYDRO POWER AND MANGANE,,,FALSE,FALSE,2026-04-30
INDSUCR,INDIAN SUCROSE LTD.,,,FALSE,FALSE,2026-04-30
INDSWFTLTD,,Healthcare,,FALSE,TRUE,2026-04-30
INDTONER,INDIAN TONERS & DEVELOPERS LTD,,,FALSE,FALSE,2026-04-30
INDXTRA,IEL LIMITED,,,FALSE,FALSE,2026-04-30
INEOSSTYRO,,,,FALSE,FALSE,2026-04-30
INFIBEAM,,,,FALSE,FALSE,2026-04-30
INFINIUM,,,,FALSE,FALSE,2026-04-30
INFLUX,,,,FALSE,FALSE,2026-04-30
INFOLLION,,,,FALSE,FALSE,2026-04-30
INFORTEC,INFORMED TECHNOLOGIES INDIA LT,,,FALSE,FALSE,2026-04-30
INFRA,,Financial Services,,FALSE,FALSE,2026-04-30
INFRA.BO,Mirae Asset Mutual Fund,,,FALSE,FALSE,2026-04-30
INFRABEES,,Financial Services,,FALSE,FALSE,2026-04-30
INFRABEES.BO,Nippon India Mutual Fund,,,FALSE,FALSE,2026-04-30
INFRAIETF,,,,FALSE,FALSE,2026-04-30
INFRONICS,INFRONICS SYSTEMS LTD,,,FALSE,FALSE,2026-04-30
INM,,,,FALSE,FALSE,2026-04-30
INNOMET,,,,FALSE,FALSE,2026-04-30
INNOVTEC,INNOVATIVE TECH PACK LTD.,,,FALSE,FALSE,2026-04-30
INOVSYNTH,INNOVASSYNTH TECHNOLOGIES (IND,,,FALSE,FALSE,2026-04-30
INOXLEISUR,,Media Entertainment & Publication,,FALSE,TRUE,2026-04-30
INSPIRE,,,,FALSE,FALSE,2026-04-30
INTCAPL,INTEGRA CAPITAL LIMITED,,,FALSE,FALSE,2026-04-30
INTECCAP,INTEC CAPITAL LTD.,,,FALSE,FALSE,2026-04-30
INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.,,,FALSE,FALSE,2026-04-30
INTEGRITY,,,,FALSE,FALSE,2026-04-30
INTERNET,,Financial Services,,FALSE,FALSE,2026-04-30
INTERNET.BO,Mirae Asset Mutual Fund,,,FALSE,FALSE,2026-04-30
INTLCOMBQ,INTERNATIONAL COMBUSTION (INDI,,,FALSE,FALSE,2026-04-30
INTRGLB,INTER GLOBE FINANCE LTD.,,,FALSE,FALSE,2026-04-30
INTSTOIL,INTER STATE OIL CARRIER LTD.,,,FALSE,FALSE,2026-04-30
INVICTA,,,,FALSE,FALSE,2026-04-30
INVIGO,Invigorated Business Consultin,,,FALSE,FALSE,2026-04-30
INVPRECQ,Investment & Precision Castings Limited,Capital Goods,,FALSE,FALSE,2026-04-30
IPHL,,,,FALSE,FALSE,2026-04-30
IPSL,,,,FALSE,FALSE,2026-04-30
IRONWOOD,IRONWOOD EDUCATION LIMITED,,,FALSE,FALSE,2026-04-30
ISEC,,Financial Services,,FALSE,TRUE,2026-04-30
ISFL,ISF LIMITED,,,FALSE,FALSE,2026-04-30
ISHAN,,,,FALSE,FALSE,2026-04-30
ISHITADR,ISHITA DRUGS & INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
ISLCONSUL,ISL CONSULTING LTD.,,,FALSE,FALSE,2026-04-30
ISMTLTD,,Capital Goods,,FALSE,TRUE,2026-04-30
ISTLTD,IST LTD.,,,FALSE,FALSE,2026-04-30
IT,,Financial Services,,FALSE,FALSE,2026-04-30
ITADD,,Financial Services,,FALSE,FALSE,2026-04-30
ITADD.BO,DSP Mutual Fund,,,FALSE,FALSE,2026-04-30
ITALIANE,,,,FALSE,FALSE,2026-04-30
ITBEES,,Financial Services,,FALSE,FALSE,2026-04-30
ITBEES.BO,Nippon India Mutual Fund - Per,,,FALSE,FALSE,2026-04-30
ITBETA,,Financial Services,,FALSE,FALSE,2026-04-30
ITDCEM,,,,FALSE,FALSE,2026-04-30
ITETF,,,,FALSE,FALSE,2026-04-30
ITHL,INTERNATIONAL TRAVEL HOUSE LTD,,,FALSE,FALSE,2026-04-30
ITIETF,,,,FALSE,FALSE,2026-04-30
ITL,ITL INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
ITTL,,,,FALSE,FALSE,2026-04-30
IVZINGOLD,,Financial Services,,FALSE,FALSE,2026-04-30
IVZINNIFTY,,Financial Services,,FALSE,FALSE,2026-04-30
IWARE,,,,FALSE,FALSE,2026-04-30
IWEL,,Capital Goods,,FALSE,TRUE,2026-04-30
IWP,The Indian Wood Products Company Limited,Forest Materials,,FALSE,FALSE,2026-04-30
JACKSON,JACKSON INVESTMENTS LTD,,,FALSE,FALSE,2026-04-30
JAGAJITIND,JAGATJIT INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
JAGANLAM,JAGAN LAMPS LTD.,,,FALSE,FALSE,2026-04-30
JAGJANANI,JAGJANANI TEXTILES LTD.,,,FALSE,FALSE,2026-04-30
JAGSONSER,JAGSONPAL SERVICES LIMITED,,,FALSE,FALSE,2026-04-30
JAINAM,,,,FALSE,FALSE,2026-04-30
JAINCO,JAINCO PROJECTS (INDIA) LTD.,,,FALSE,FALSE,2026-04-30
JAINEX,JAINEX AAMCOL LTD.,,,FALSE,FALSE,2026-04-30
JAINIK,,,,FALSE,FALSE,2026-04-30
JALAN,,,,FALSE,FALSE,2026-04-30
JAMESWARREN,JAMES WARREN TEA LTD,,,FALSE,FALSE,2026-04-30
JAMSHRI,JAMSHRI REALTY LIMITED,,,FALSE,FALSE,2026-04-30
JASCH,JASCH INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,,,FALSE,FALSE,2026-04-30
JAYBEE,,,,FALSE,FALSE,2026-04-30
JAYCH,JAYSHREE CHEMICALS LTD.,,,FALSE,FALSE,2026-04-30
JAYESH,,,,FALSE,FALSE,2026-04-30
JAYIND,JAYATMA INDUSTRIES LIMITED,,,FALSE,FALSE,2026-04-30
JAYSYNTH,JAYSYNTH ORGOCHEM LIMITED,,,FALSE,FALSE,2026-04-30
JAYUSH,JAY USHIN LTD.,,,FALSE,FALSE,2026-04-30
JCHAC,,,,FALSE,FALSE,2026-04-30
JENBURPH,JENBURKT PHARMACEUTICALS LTD.,,,FALSE,FALSE,2026-04-30
JETKINGQ,JETKING INFOTRAIN LTD.,,,FALSE,FALSE,2026-04-30
JEYYAM,,,,FALSE,FALSE,2026-04-30
JFLLIFE,,,,FALSE,FALSE,2026-04-30
JGTL,JASCH GAUGING TECHNOLOGIES LIM,,,FALSE,FALSE,2026-04-30
JHACC,JHAVERI CREDITS & CAPITAL LTD.,,,FALSE,FALSE,2026-04-30
JINDHOT,JINDAL HOTELS LTD.,,,FALSE,FALSE,2026-04-30
JIWANRAM,,,,FALSE,FALSE,2026-04-30
JKAGRI,JK AGRI GENETICS LTD,,,FALSE,FALSE,2026-04-30
JMCPROJECT,,Construction,,FALSE,TRUE,2026-04-30
JMDVL,JMD Ventures Limited,,,FALSE,FALSE,2026-04-30
JMJFIN,JMJ Fintech Limited,,,FALSE,FALSE,2026-04-30
JMTAUTOLTD,,Automobile and Auto Components,,FALSE,TRUE,2026-04-30
JOHNPHARMA,JOHNSON PHARMACARE LIMITED,,,FALSE,FALSE,2026-04-30
JOINDRE,JOINDRE CAPITAL SERVICES LTD.,,,FALSE,FALSE,2026-04-30
JOJO,JOJO LIMITED,,,FALSE,FALSE,2026-04-30
JOSTS,JOSTS ENGINEERING CO.LTD.,,,FALSE,FALSE,2026-04-30
JSLHISAR,,Capital Goods,,FALSE,TRUE,2026-04-30
JSLINDL,JSL INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
JSTL,Jeevan Scientific Technology L,,,FALSE,FALSE,2026-04-30
JTLINFRA,,,,FALSE,FALSE,2026-04-30
JUBLINDS,,Chemicals,,FALSE,TRUE,2026-04-30
JULIEN,JULIEN AGRO INFRATECH LIMITED,,,FALSE,FALSE,2026-04-30
JUMBO,JUMBO BAG LTD.,INDUSTRIAL MANUFACTURING,,FALSE,FALSE,2026-04-30
JUMPNET,,,,FALSE,FALSE,2026-04-30
JUNIORBEES,,Financial Services,,FALSE,FALSE,2026-04-30
JUNIORBEES.BO,NIPPON INDIA ETF JUNIOR BEES,,,FALSE,FALSE,2026-04-30
JYOTI,JYOTI LTD.,,,FALSE,FALSE,2026-04-30
JYOTIGLOBL,,,,FALSE,FALSE,2026-04-30
JYOTIRES,JYOTI RESINS & ADHESIVES LTD.,,,FALSE,FALSE,2026-04-30
K2INFRA,,,,FALSE,FALSE,2026-04-30
KABRADG,KABRA DRUGS LTD.,,,FALSE,FALSE,2026-04-30
KACL,KAISER CORPORATION LIMITED,,,FALSE,FALSE,2026-04-30
KAIZENAGRO,KAIZEN AGRO INFRABUILD LIMITED,,,FALSE,FALSE,2026-04-30
KAJARIR,KIC METALIKS LTD.,,,FALSE,FALSE,2026-04-30
KAKTEX,KAKATIYA TEXTILES LTD.,,,FALSE,FALSE,2026-04-30
KALANA,,,,FALSE,FALSE,2026-04-30
KALPACOMME,Kalpa Commercial Limited,,,FALSE,FALSE,2026-04-30
KALPATPOWR,,,,FALSE,FALSE,2026-04-30
