ticker,company_name,sector,market_cap_category,has_market_cap,has_annual_financials,deactivated_on
BRAWN,BRAWN BIOTECH LTD.,,,FALSE,FALSE,2026-04-30
BRIGHTBR,BRIGHT BROTHERS LTD.,,,FALSE,FALSE,2026-04-30
BRIJLEAS,BRIJLAXMI LEASING & FINANCE LT,,,FALSE,FALSE,2026-04-30
BRPL,BANSAL ROOFING PRODUCTS LTD,,,FALSE,FALSE,2026-04-30
BSE500IETF,,,,FALSE,FALSE,2026-04-30
BSELALGO,BSEL ALGO LIMITED,,,FALSE,FALSE,2026-04-30
BSELINFRA,,CONSTRUCTION,,FALSE,TRUE,2026-04-30
BSLNIFTY,,Financial Services,,FALSE,FALSE,2026-04-30
BSLNIFTY.BO,Aditya Birla Sun Life Mutual F,,,FALSE,FALSE,2026-04-30
BSLSENETFG,,,,FALSE,FALSE,2026-04-30
BTTL,Bhilwara Technical Textiles Limited,Textiles,,FALSE,TRUE,2026-04-30
BUILDPRO,Shankara Buildpro Limited,Consumer Cyclical,,TRUE,FALSE,2026-04-30
BULKCORP,,,,FALSE,FALSE,2026-04-30
BURGERKING,,,,FALSE,FALSE,2026-04-30
C2C,,,,FALSE,FALSE,2026-04-30
CADILAHC,,,,FALSE,FALSE,2026-04-30
CADSYS,,,,FALSE,FALSE,2026-04-30
CALCOM,CALCOM VISION LTD.,,,FALSE,FALSE,2026-04-30
CAMEXLTD,CAMEX LTD.,,,FALSE,FALSE,2026-04-30
CANARYS,,,,FALSE,FALSE,2026-04-30
CANDOUR,CANDOUR TECHTEX LIMITED,,,FALSE,FALSE,2026-04-30
CANHLIFE,Canara HSBC Life Insurance Company Limited,Financial Services,,TRUE,FALSE,2026-04-30
CAPPIPES,Captain Pipes Limited,,,FALSE,FALSE,2026-04-30
CAPRIHANS,CAPRIHANS INDIA LTD.,,,FALSE,FALSE,2026-04-30
CAREERP,,,,FALSE,FALSE,2026-04-30
CASPIAN,CASPIAN CORPORATE SERVICES LIM,,,FALSE,FALSE,2026-04-30
CATVISION,CATVISION  LIMITED,,,FALSE,FALSE,2026-04-30
CBAZAAR,,,,FALSE,FALSE,2026-04-30
CCDL,Consecutive Commodities Limite,,,FALSE,FALSE,2026-04-30
CCLINTER,CCL INTERNATIONAL LTD.,,,FALSE,FALSE,2026-04-30
CEBBCO,,,,FALSE,FALSE,2026-04-30
CEDAAR,,,,FALSE,FALSE,2026-04-30
CEEJAY,CEEJAY FINANCE LTD.,,,FALSE,FALSE,2026-04-30
CEENIK,CEENIK EXPORTS (INDIA) LTD.,,,FALSE,FALSE,2026-04-30
CELLECOR,,,,FALSE,FALSE,2026-04-30
CELLPOINT,,,,FALSE,FALSE,2026-04-30
CENLUB,CENLUB INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
CENTURYTEX,,,,FALSE,FALSE,2026-04-30
CFEL,CONFIDENCE FUTURISTIC ENERGETE,,,FALSE,FALSE,2026-04-30
CGFL,CREDENT GLOBAL FINANCE LIMITED,,,FALSE,FALSE,2026-04-30
CGRAPHICS,,,,FALSE,FALSE,2026-04-30
CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,,,FALSE,FALSE,2026-04-30
CHALLANI,CHALLANI CAPITAL LIMITED,,,FALSE,FALSE,2026-04-30
CHAMUNDA,,,,FALSE,FALSE,2026-04-30
CHANDAN,,,,FALSE,FALSE,2026-04-30
CHANDNIMACH,Chandni Machines Limited,,,FALSE,FALSE,2026-04-30
CHANDRIMA,Chandrima Mercantiles limited,,,FALSE,FALSE,2026-04-30
CHAVDA,,,,FALSE,FALSE,2026-04-30
CHDCHEM,CHD Chemicals Limited,,,FALSE,FALSE,2026-04-30
CHECKPOINT,Checkpoint Trends Limited,,,FALSE,FALSE,2026-04-30
CHEMCRUX,Chemcrux Enterprises Limited,,,FALSE,FALSE,2026-04-30
CHEMICAL,,Financial Services,,FALSE,FALSE,2026-04-30
CHEMTECH,CHEMTECH INDUSTRIAL VALVES LTD,,,FALSE,FALSE,2026-04-30
CHENFERRO,CHENNAI FERROUS INDUSTRIES LIM,,,FALSE,FALSE,2026-04-30
CHETANA,,,,FALSE,FALSE,2026-04-30
CHLLTD,CHL LTD.,,,FALSE,FALSE,2026-04-30
CHLOGIST,CHARTERED LOGISTICS LTD.,,,FALSE,FALSE,2026-04-30
CHOICEGOLD,,Financial Services,,FALSE,FALSE,2026-04-30
CHOKSILA,CHOKSI LABORATORIES LTD.,,,FALSE,FALSE,2026-04-30
CHORDIA,CHORDIA FOOD PRODUCTS LTD.,,,FALSE,FALSE,2026-04-30
CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,,,FALSE,FALSE,2026-04-30
CHROME,Chrome Silicon Limited,,,FALSE,FALSE,2026-04-30
CHRTEDCA,CHARTERED CAPITAL & INVESTMENT,,,FALSE,FALSE,2026-04-30
CILSEC,CIL SECURITIES LTD.,,,FALSE,FALSE,2026-04-30
CINDHO,CINDRELLA HOTELS LTD.,,,FALSE,FALSE,2026-04-30
CITADEL,CITADEL REALTY AND DEVELOPERS,,,FALSE,FALSE,2026-04-30
CITYMAN,CITYMAN LTD.,,,FALSE,FALSE,2026-04-30
CJGEL,C.J.GELATINE PRODUCTS LTD.,,,FALSE,FALSE,2026-04-30
CLASSICEIL,,,,FALSE,FALSE,2026-04-30
CLFL,Classic Leasing & Finance Ltd.,,,FALSE,FALSE,2026-04-30
CLNINDIA,,,,FALSE,FALSE,2026-04-30
CLSL,,,,FALSE,FALSE,2026-04-30
CMBL,Corporate Merchant Bankers Lim,,,FALSE,FALSE,2026-04-30
CMMHOSP,CHENNAI MEENAKSHI MULTISPECIAL,,,FALSE,FALSE,2026-04-30
CMNL,,,,FALSE,FALSE,2026-04-30
CMPDI,Central Mine Planning & Design Institute Limited,Basic Materials,,FALSE,TRUE,2026-04-30
CMRSL,,,,FALSE,FALSE,2026-04-30
CMXLTD,CMX HOLDINGS LIMITED,,,FALSE,FALSE,2026-04-30
COCHINM,COCHIN MINERALS & RUTILE LTD.,,,FALSE,FALSE,2026-04-30
COCHMAL,COCHIN MALABAR ESTATES & INDUS,,,FALSE,FALSE,2026-04-30
COCKERILL,John Cockerill India Limited,Capital Goods,,FALSE,TRUE,2026-04-30
COMCL,COMFORT COMMOTRADE LTD.,,,FALSE,FALSE,2026-04-30
COMFINCAP,COMFORT FINCAP LTD.,,,FALSE,FALSE,2026-04-30
COMFINTE,Comfort Intech Limited,Fast Moving Consumer Goods,,FALSE,FALSE,2026-04-30
COMMITTED,,,,FALSE,FALSE,2026-04-30
COMMOIETF,,,,FALSE,FALSE,2026-04-30
COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,,,FALSE,FALSE,2026-04-30
COMPUPN,COMPUTER POINT LTD.,,,FALSE,FALSE,2026-04-30
CONART,CONART ENGINEERS LTD.,,,FALSE,FALSE,2026-04-30
CONCORD,Concord Drugs Limited,,,FALSE,FALSE,2026-04-30
CONNPLEX,,,,FALSE,FALSE,2026-04-30
CONS,,Financial Services,,FALSE,FALSE,2026-04-30
CONSTRONIC,CONSTRONICS INFRA LIMITED,,,FALSE,FALSE,2026-04-30
CONSUMER,,Financial Services,,FALSE,FALSE,2026-04-30
CONSUMER.BO,Mirae Asset Mutual Fund,,,FALSE,FALSE,2026-04-30
CONSUMIETF,,,,FALSE,FALSE,2026-04-30
CONTAINER,Containerway International Lim,,,FALSE,FALSE,2026-04-30
CONTCHM,CONTINENTAL CHEMICALS LTD.,,,FALSE,FALSE,2026-04-30
CONTI,,,,FALSE,FALSE,2026-04-30
CONTILI,CONTIL INDIA LTD.,,,FALSE,FALSE,2026-04-30
CONTPTR,CONTINENTAL PETROLEUMS LTD.,,,FALSE,FALSE,2026-04-30
COOLCAPS,,,,FALSE,FALSE,2026-04-30
CORALAB,CORAL LABORATORIES LTD.,,,FALSE,FALSE,2026-04-30
CORNE,CORAL NEWSPRINTS LTD.,,,FALSE,FALSE,2026-04-30
CORONA,CORONA Remedies Limited,Healthcare,,FALSE,TRUE,2026-04-30
COSCO,COSCO (INDIA) LTD.,,,FALSE,FALSE,2026-04-30
COSMOFILMS,,,,FALSE,FALSE,2026-04-30
COSYN,COSYN Limited,,,FALSE,FALSE,2026-04-30
CPL,CAPTAIN POLYPLAST LTD,,,FALSE,FALSE,2026-04-30
CPS,,,,FALSE,FALSE,2026-04-30
CPSEETF,,,,FALSE,FALSE,2026-04-30
CRANEINFRA,Crane Infrastructure Limited,,,FALSE,FALSE,2026-04-30
CRANEX,CRANEX LTD.,,,FALSE,FALSE,2026-04-30
CRAVATEX,CRAVATEX LTD.,,,FALSE,FALSE,2026-04-30
CRAYONS,,,,FALSE,FALSE,2026-04-30
CREATIVE,,Basic Materials,,FALSE,TRUE,2026-04-30
CREATIVE.BO,Creative Castings Limited,,,FALSE,FALSE,2026-04-30
CRESCENTIS,Crescentis Capital Limited,,,FALSE,FALSE,2026-04-30
CROISSANCE,CROISSANCE LIMITED,,,FALSE,FALSE,2026-04-30
CROPSTER,CROPSTER AGRO LIMITED,,,FALSE,FALSE,2026-04-30
CRSTCHM,CRESTCHEM LTD.,,,FALSE,FALSE,2026-04-30
CRYSTAL,CRYSTAL BUSINESS SYSTEM LIMITE,,,FALSE,FALSE,2026-04-30
CSL,Continental Securities Limited,,,FALSE,FALSE,2026-04-30
CSSL,,,,FALSE,FALSE,2026-04-30
CTL,CAPITAL TRADE LINKS LTD,,,FALSE,FALSE,2026-04-30
CUBIFIN,CUBICAL FINANCIAL SERVICES LTD,,,FALSE,FALSE,2026-04-30
CUDML,,,,FALSE,FALSE,2026-04-30
CURIS,,,,FALSE,FALSE,2026-04-30
CURRENT,,,,FALSE,FALSE,2026-04-30
DAAWAT,,,,FALSE,FALSE,2026-04-30
DAICHI,Dai-Ichi Karkaria Limited,Chemicals,,FALSE,FALSE,2026-04-30
DANISH,,,,FALSE,FALSE,2026-04-30
DANLAW,DANLAW TECHNOLOGIES INDIA LTD.,,,FALSE,FALSE,2026-04-30
DANUBE,DANUBE INDUSTRIES LIMITED,,,FALSE,FALSE,2026-04-30
DARSHANORNA,Darshan Orna Limited,,,FALSE,FALSE,2026-04-30
DAULAT,DAULAT SECURITIES LTD.,,,FALSE,FALSE,2026-04-30
DCCL,,,,FALSE,FALSE,2026-04-30
DCG,,,,FALSE,FALSE,2026-04-30
DCMSIL,DCM Shriram International Limited,Industrials,,TRUE,FALSE,2026-04-30
DECCAN,Deccan Health Care Limited,,,FALSE,FALSE,2026-04-30
DECCANTRAN,,,,FALSE,FALSE,2026-04-30
DECNGOLD,Deccan Gold Mines Limited,Metals & Mining,,FALSE,FALSE,2026-04-30
DECOMIC,DECO-MICA LTD.,,,FALSE,FALSE,2026-04-30
DEEM,,,,FALSE,FALSE,2026-04-30
DEEP,Deep Polymers Limited,,,FALSE,FALSE,2026-04-30
DEEPAI,Deep Health AI India Limited,,,FALSE,FALSE,2026-04-30
DEEPAKSP,DEEPAK SPINNERS LTD.,,,FALSE,FALSE,2026-04-30
DEEPENR,,Oil Gas & Consumable Fuels,,FALSE,TRUE,2026-04-30
DEFENCE,,Financial Services,,FALSE,FALSE,2026-04-30
DEFENCE.BO,Mirae Asset Mutual Fund,,,FALSE,FALSE,2026-04-30
DELAPLEX,,,,FALSE,FALSE,2026-04-30
DELTA,Delta Industrial Resources Lim,,,FALSE,FALSE,2026-04-30
DELTIC,,,,FALSE,FALSE,2026-04-30
DENEERS,,,,FALSE,FALSE,2026-04-30
DENISCHEM,DENIS CHEM LAB LTD,,,FALSE,FALSE,2026-04-30
DENTALKART,,,,FALSE,FALSE,2026-04-30
DESTINY,,,,FALSE,FALSE,2026-04-30
DFL,Decillion Finance Ltd.,,,FALSE,FALSE,2026-04-30
DFMFOODS,,Fast Moving Consumer Goods,,FALSE,TRUE,2026-04-30
DHABRIYA,Dhabriya Polywood Limited,,,FALSE,FALSE,2026-04-30
DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD,,,FALSE,FALSE,2026-04-30
DHANFAB,DHANLAXMI FABRICS LTD.,,,FALSE,FALSE,2026-04-30
DHANI,,Financial Services,,FALSE,TRUE,2026-04-30
DHANLAXMI,,,,FALSE,FALSE,2026-04-30
DHANROTO,DHANALAXMI ROTO SPINNERS LTD.,,,FALSE,FALSE,2026-04-30
DHANSAFAL,DHANSAFAL FINSERVE LIMITED,,,FALSE,FALSE,2026-04-30
DHANVARSHA,,,,FALSE,FALSE,2026-04-30
DHARAMSI,,,,FALSE,FALSE,2026-04-30
DHARARAIL,,,,FALSE,FALSE,2026-04-30
DHARFIN,DHARANI FINANCE LTD.,,,FALSE,FALSE,2026-04-30
DHARIWAL,,,,FALSE,FALSE,2026-04-30
DHFL,,FINANCIAL SERVICES,,FALSE,TRUE,2026-04-30
DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,,,FALSE,FALSE,2026-04-30
DHPIND,DHP INDIA LTD.,,,FALSE,FALSE,2026-04-30
DHTL,,,,FALSE,FALSE,2026-04-30
DIANATEA,DIANA TEA CO.LTD.,,,FALSE,FALSE,2026-04-30
DIGIKORE,,,,FALSE,FALSE,2026-04-30
DIGITIDE,Digitide Solutions Limited,Industrials,,TRUE,FALSE,2026-04-30
DILIGENT,DILIGENT INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
DISAQ,Disa India Limited,Capital Goods,,FALSE,FALSE,2026-04-30
DITCO,Decorous Investment and Tradin,,,FALSE,FALSE,2026-04-30
DIVIDEND,,Financial Services,,FALSE,FALSE,2026-04-30
DIVIDEND.BO,Mirae Asset Mutual Fund,,,FALSE,FALSE,2026-04-30
DIVINEHIRA,,,,FALSE,FALSE,2026-04-30
DIVSHKT,DIVYASHAKTI LIMITED,,,FALSE,FALSE,2026-04-30
DIVYADHAN,,,,FALSE,FALSE,2026-04-30
DJSSS,DJS STOCK & SHARES LTD.,,,FALSE,FALSE,2026-04-30
DKEGL,,,,FALSE,FALSE,2026-04-30
DLTNCBL,DELTON CABLES LTD.,,,FALSE,FALSE,2026-04-30
DOLAT,,,,FALSE,FALSE,2026-04-30
DOLFIN,Dolfin Rubbers Limited,,,FALSE,FALSE,2026-04-30
DOLLEX,,,,FALSE,FALSE,2026-04-30
DPEL,,,,FALSE,FALSE,2026-04-30
DRAGARWQ,Dr Agarwals Eye Hospital Limited,Healthcare,,FALSE,FALSE,2026-04-30
DRONE,,,,FALSE,FALSE,2026-04-30
DRSDILIP,,,,FALSE,FALSE,2026-04-30
DSFCL,DCM Shriram Fine Chemicals Limited,Basic Materials,,TRUE,FALSE,2026-04-30
DTL,,,,FALSE,FALSE,2026-04-30
DUCOL,,,,FALSE,FALSE,2026-04-30
DUGLOBAL,,,,FALSE,FALSE,2026-04-30
DUNCANENG,Duncan Engineering Limited,,,FALSE,FALSE,2026-04-30
DURLAX,,,,FALSE,FALSE,2026-04-30
DUROPACK,DUROPACK LTD.,,,FALSE,FALSE,2026-04-30
DUROPLY,DUROPLY INDUSTRIES LIMITED,,,FALSE,FALSE,2026-04-30
DYNAMIC,,,,FALSE,FALSE,2026-04-30
DYNAMIND,DYNAMIC INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
DYNAVSN,DYNAVISION LTD.,,,FALSE,FALSE,2026-04-30
E2ERAIL,,,,FALSE,FALSE,2026-04-30
EASTRED,EASTERN TREADS LTD.,,,FALSE,FALSE,2026-04-30
EBANK,,,,FALSE,FALSE,2026-04-30
EBANKNIFTY,,Financial Services,,FALSE,FALSE,2026-04-30
EBIX,ERAAYA LIFESPACES LIMITED,,,FALSE,FALSE,2026-04-30
EBIXFOREX,,,,FALSE,FALSE,2026-04-30
ECAPINSURE,,Financial Services,,FALSE,FALSE,2026-04-30
ECAPINSURE.BO,Edelweiss Mutual Fund,,,FALSE,FALSE,2026-04-30
ECOBOAR,ECOBOARD INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
ECOLINE,,,,FALSE,FALSE,2026-04-30
ECOPLAST,ECOPLAST LTD.,,,FALSE,FALSE,2026-04-30
ECORECO,ECO RECYCLING LTD.,,,FALSE,FALSE,2026-04-30
EDVENSWA,Edvenswa Enterprises Limited,,,FALSE,FALSE,2026-04-30
EEPL,,,,FALSE,FALSE,2026-04-30
EFACTOR,,,,FALSE,FALSE,2026-04-30
EFFWA,,,,FALSE,FALSE,2026-04-30
EFORCE,,,,FALSE,FALSE,2026-04-30
EFORU,EFORU ENTERTAINMENT LIMITED,,,FALSE,FALSE,2026-04-30
EGOLD,,Financial Services,,FALSE,FALSE,2026-04-30
EIKO,EIKO LIFESCIENCES LIMITED,,,FALSE,FALSE,2026-04-30
EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,,,FALSE,FALSE,2026-04-30
EKANSH,Ekansh Concepts Limited,,,FALSE,FALSE,2026-04-30
ELANGO,ELANGO INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
ELANTAS,Elantas Beck India Limited,Basic Materials,,FALSE,TRUE,2026-04-30
ELCIDIN,EL CID Investments Limited,Financial Services,,FALSE,FALSE,2026-04-30
ELEFLOR,ELEGANT FLORICULTURE & AGROTEC,,,FALSE,FALSE,2026-04-30
ELEMARB,ELEGANT MARBLES & GRANI INDUST,,,FALSE,FALSE,2026-04-30
ELFORGE,EL FORGE LTD.,,,FALSE,FALSE,2026-04-30
ELGNZ,,,,FALSE,FALSE,2026-04-30
ELIQUID,,Financial Services,,FALSE,FALSE,2026-04-30
ELITECON,Elitecon International Limited,Fast Moving Consumer Goods,,FALSE,FALSE,2026-04-30
ELIXIR,Elixir Capital Limited,,,FALSE,FALSE,2026-04-30
ELLEN,Ellenbarrie Industrial Gases Limited,Basic Materials,,TRUE,FALSE,2026-04-30
ELM250,,Financial Services,,FALSE,FALSE,2026-04-30
ELNET,ELNET TECHNOLOGIES LTD.,,,FALSE,TRUE,2026-04-30
ELPROINTL,Elpro International Limited,Realty,,FALSE,TRUE,2026-04-30
EMAINDIA,EMA INDIA LTD.,,,FALSE,FALSE,2026-04-30
EMAPARTNER,,,,FALSE,FALSE,2026-04-30
EMERALD,Emerald Finance Limited,,,FALSE,FALSE,2026-04-30
EMERALL,Emerald Leisures Limited,,,FALSE,FALSE,2026-04-30
EMKAYTOOLS,,,,FALSE,FALSE,2026-04-30
EMMESSA,EMMESSAR BIOTECH & NUTRITION L,,,FALSE,FALSE,2026-04-30
EMMIL,,,,FALSE,FALSE,2026-04-30
EMPIND,EMPIRE INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
EMPOWER,Empower India Limited,Information Technology,,FALSE,FALSE,2026-04-30
EMULTIMQ,,Financial Services,,FALSE,FALSE,2026-04-30
ENBETRD,Enbee Trade &amp; Finance Ltd,,,FALSE,FALSE,2026-04-30
ENCOMPAS,,,,FALSE,FALSE,2026-04-30
ENERGY,,Financial Services,,FALSE,FALSE,2026-04-30
ENERGY.BO,Mirae Asset Mutual Fund,,,FALSE,FALSE,2026-04-30
ENFUSE,,,,FALSE,FALSE,2026-04-30
ENIFTY,,Financial Services,,FALSE,FALSE,2026-04-30
ENKEIWHEL,ENKEI WHEELS (INDIA) LTD.,,,FALSE,FALSE,2026-04-30
ENSER,,,,FALSE,FALSE,2026-04-30
ENTRINT,ENTERPRISE INTERNATIONAL LTD.,,,FALSE,FALSE,2026-04-30
ENVAIREL,ENVAIR ELECTRODYNE LTD.,,,FALSE,FALSE,2026-04-30
ENVIRO,,,,FALSE,FALSE,2026-04-30
EPIC,EPIC ENERGY LTD.,,,FALSE,FALSE,2026-04-30
EPSOMPRO,EPSOM PROPERTIES LTD.,,,FALSE,FALSE,2026-04-30
EPWINDIA,,,,FALSE,FALSE,2026-04-30
EQ30,,,,FALSE,FALSE,2026-04-30
EQUAL200,,Financial Services,,FALSE,FALSE,2026-04-30
EQUAL200.BO,Mirae Asset Mutual Fund,,,FALSE,FALSE,2026-04-30
EQUAL50,,Financial Services,,FALSE,FALSE,2026-04-30
EQUAL50.BO,Mirae Asset Mutual Fund,,,FALSE,FALSE,2026-04-30
EQUAL50ADD,,Financial Services,,FALSE,FALSE,2026-04-30
EQUAL50ADD.BO,DSP Mutual Fund,,,FALSE,FALSE,2026-04-30
EQUITAS,,Financial Services,,FALSE,TRUE,2026-04-30
ESARIND,ESAAR (INDIA) LTD.,,,FALSE,FALSE,2026-04-30
ESCONET,,,,FALSE,FALSE,2026-04-30
ESCORP,Escorp Asset Management Limite,,,FALSE,FALSE,2026-04-30
ESENSEX,,Financial Services,,FALSE,FALSE,2026-04-30
ESENSEX.BO,Edelweiss Mutual Fund,,,FALSE,FALSE,2026-04-30
ESFL,,,,FALSE,FALSE,2026-04-30
ESG,,Financial Services,,FALSE,FALSE,2026-04-30
ESG.BO,Mirae Asset Mutual Fund,,,FALSE,FALSE,2026-04-30
ESILVER,,Financial Services,,FALSE,FALSE,2026-04-30
ESPIRE,ESPIRE HOSPITALITY LIMITED,,,FALSE,FALSE,2026-04-30
ESPRIT,,,,FALSE,FALSE,2026-04-30
ETIL,Econo Trade (India) Limited,,,FALSE,FALSE,2026-04-30
ETL,,,,FALSE,FALSE,2026-04-30
ETML,,,,FALSE,FALSE,2026-04-30
EUREKAI,EUREKA INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
EUROLED,EURO LEDER FASHION LTD.,,,FALSE,FALSE,2026-04-30
EVERESTO,EVEREST ORGANICS LTD.,,,FALSE,FALSE,2026-04-30
EVERFIN,EVERLON FINANCIALS LIMITED,,,FALSE,FALSE,2026-04-30
EVEXIA,EVEXIA LIFECARE LIMITED,,,FALSE,FALSE,2026-04-30
EVIETF,,,,FALSE,FALSE,2026-04-30
EVINDIA,,Financial Services,,FALSE,FALSE,2026-04-30
EVINDIA.BO,Mirae Asset Mutual Fund,,,FALSE,FALSE,2026-04-30
EXCELLENT,,,,FALSE,FALSE,2026-04-30
EXIMROUTES,,,,FALSE,FALSE,2026-04-30
EXPLICITFIN,EXPLICIT FINANCE LTD.,,,FALSE,FALSE,2026-04-30
EXPOEAPL,EXPO ENGINEERING AND PROJECTS,,,FALSE,FALSE,2026-04-30
FACORALL,FACOR ALLOYS LTD.,,,FALSE,FALSE,2026-04-30
FALCONTECH,,,,FALSE,FALSE,2026-04-30
FAMILYCARE,FAMILY CARE HOSPITALS LIMITED,,,FALSE,FALSE,2026-04-30
FEDDERSHOL,Fedders Holding Limited,Financial Services,,FALSE,FALSE,2026-04-30
FELIX,,,,FALSE,FALSE,2026-04-30
FERMENTA,Fermenta Biotech Limited,Healthcare,,FALSE,FALSE,2026-04-30
FERVENTSYN,FERVENT SYNERGIES LTD.,,,FALSE,FALSE,2026-04-30
FGP,FGP LTD.,,,FALSE,FALSE,2026-04-30
FIDEL,,,,FALSE,FALSE,2026-04-30
FINBUD,,,,FALSE,FALSE,2026-04-30
FINELINE,FINE-LINE CIRCUITS LTD.,,,FALSE,FALSE,2026-04-30
FINIETF,,,,FALSE,FALSE,2026-04-30
FLEXIADD,,Financial Services,,FALSE,FALSE,2026-04-30
FLEXIADD.BO,DSP Mutual Fund,,,FALSE,FALSE,2026-04-30
FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE,,,FALSE,FALSE,2026-04-30
FLORACORP,Flora Corporation Limited,,,FALSE,FALSE,2026-04-30
FLUIDOM,FLUIDOMAT LTD.,,,FALSE,FALSE,2026-04-30
FLYSBS,,,,FALSE,FALSE,2026-04-30
FMCGIETF,,,,FALSE,FALSE,2026-04-30
FOCE,,,,FALSE,FALSE,2026-04-30
FONEBOX,,,,FALSE,FALSE,2026-04-30
FORBESCO,FORBES & COMPANY LTD.,,,FALSE,FALSE,2026-04-30
FORCAS,,,,FALSE,FALSE,2026-04-30
FORGEAUTO,,,,FALSE,FALSE,2026-04-30
FORINTL,FORTUNE INTERNATIONAL LTD.,,,FALSE,FALSE,2026-04-30
FORTISMLR,FORTIS MALAR HOSPITALS LIMITED,,,FALSE,FALSE,2026-04-30
FOSECOC,FOSECO CRUCIBLE INDIA LIMITED,,,FALSE,FALSE,2026-04-30
FREDUN,Fredun Pharmaceuticals Limited,,,FALSE,FALSE,2026-04-30
FRESHARA,,,,FALSE,FALSE,2026-04-30
FROG,,,,FALSE,FALSE,2026-04-30
FRONTCAP,FRONTIER CAPITAL LIMITED,,,FALSE,FALSE,2026-04-30
FRONTCORP,FRONTLINE CORPORATION LTD.,,,FALSE,FALSE,2026-04-30
FRONTSP,Frontier Springs Limited,Automobile and Auto Components,,FALSE,FALSE,2026-04-30
FSC,,Services,,FALSE,TRUE,2026-04-30
FUTSOL,FUTURISTIC SOLUTIONS LTD.,,,FALSE,FALSE,2026-04-30
FWSTC,,,,FALSE,FALSE,2026-04-30
FYNX,FYNX CAPITAL LIMITED,,,FALSE,FALSE,2026-04-30
G5,,,,FALSE,FALSE,2026-04-30
GAJANAND,,,,FALSE,FALSE,2026-04-30
GAJANANSEC,GAJANAN SECURITIES SERVICES LT,,,FALSE,FALSE,2026-04-30
GAL,,,,FALSE,FALSE,2026-04-30
GALACTICO,Galactico Corporate Services L,,,FALSE,FALSE,2026-04-30
GALADAFIN,Galada Finance Limited,,,FALSE,FALSE,2026-04-30
GALAGEX,GALAXY AGRICO EXPORTS LTD.,,,FALSE,FALSE,2026-04-30
GALLISPAT,,Capital Goods,,FALSE,TRUE,2026-04-30
GALXBRG,GALAXY BEARINGS LTD.,,,FALSE,FALSE,2026-04-30
GAMCO,GAMCO LIMITED,,,FALSE,FALSE,2026-04-30
GAMMNINFRA,,,,FALSE,FALSE,2026-04-30
GANESHHOUC,,,,FALSE,FALSE,2026-04-30
GANESHIN,,,,FALSE,FALSE,2026-04-30
GANGABATH,,,,FALSE,FALSE,2026-04-30
GARBIFIN,Garbi Finvest Limited,,,FALSE,FALSE,2026-04-30
GARGFUR,GARG FURNACE LTD.,,,FALSE,FALSE,2026-04-30
GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMIT,,,FALSE,FALSE,2026-04-30
GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,,,FALSE,FALSE,2026-04-30
GATI,,,,FALSE,FALSE,2026-04-30
GAYATRI,GAYATRI SUGARS LTD.,,,FALSE,FALSE,2026-04-30
GAYATRIBI,GAYATRI BIOORGANICS LTD.,,,FALSE,FALSE,2026-04-30
GCHOTELS,,,,FALSE,FALSE,2026-04-30
GCMSECU,GCM SECURITIES LTD,,,FALSE,FALSE,2026-04-30
GDL,,SERVICES,,FALSE,TRUE,2026-04-30
GEE,GEE LTD.,,,FALSE,FALSE,2026-04-30
GEMSI,GEMSTONE INVESTMENTS LTD.,,,FALSE,FALSE,2026-04-30
GENNEX,GENNEX LABORATORIES LTD.,,,FALSE,FALSE,2026-04-30
GEPIL,,,,FALSE,FALSE,2026-04-30
GET&D,,,,FALSE,FALSE,2026-04-30
GGAUTO,G.G.AUTOMOTIVE GEARS LTD.,,,FALSE,FALSE,2026-04-30
GGBL,,,,FALSE,FALSE,2026-04-30
GGDPROP,G. G. Dandekar Properties Limi,,,FALSE,FALSE,2026-04-30
GGENG,G G Engineering Limited,,,FALSE,FALSE,2026-04-30
GGL,Gautam Gems Limited,,,FALSE,FALSE,2026-04-30
GILADAFINS,Gilada Finance & Investments L,,,FALSE,FALSE,2026-04-30
GILT10BETA,,Financial Services,,FALSE,FALSE,2026-04-30
GILT5BETA,,Financial Services,,FALSE,FALSE,2026-04-30
GINISILK,GINI SILK MILLS LTD.,,,FALSE,FALSE,2026-04-30
GIRIRAJ,,,,FALSE,FALSE,2026-04-30
GISOLUTION,,,,FALSE,FALSE,2026-04-30
GKCONS,G.K.CONSULTANTS LTD.,,,FALSE,FALSE,2026-04-30
GKL,GURU KRUPA GEMS AND JEWELLERY,,,FALSE,FALSE,2026-04-30
