ticker,price,intrinsic_value,dcf_iv,pe_iv,margin_of_safety,signal,sector,wacc_used,revenue_growth,fcf_growth,op_margin,dcf_reliable,dcf_eligible,latest_fcf_bn,fundamental_grade,fundamental_score,buy_price,target_price,stop_loss,rr_ratio,target_upside_pct,sl_pct,holding_period,entry_signal,plan_summary,rel_val_signal,rel_val_avg_pct,rel_val_metrics
CRI,34.93,27.9,15.86,50.27,-20.12,Overvalued 🔴,US General,9.0,-0.2,11.92,4.97,True,True,0.069,AVERAGE,50,29.69,39.91,23.75,1.72,14.3,20.0,Long Term (3+ years),Overvalued by 20% — DCF fair value estimate 28,❌ Overvalued 20% · DCF fair value 28 · Insufficient Data at market price,,,
BSX,69.78,55.62,43.41,78.28,-20.3,Overvalued 🔴,US General,9.0,18.54,18.0,19.78,True,True,3.404,STRONG,80,62.8,88.37,55.27,3.39,26.6,12.0,Medium Term (1.5–3 years),Overvalued by 20% — DCF fair value estimate 56,❌ Overvalued 20% · DCF fair value 56 · Insufficient Data at market price,,,
UPS,98.37,77.93,59.84,111.53,-20.78,Overvalued 🔴,US Industrials,8.4,-3.2,-20.0,8.87,True,True,4.765,AVERAGE,49,83.61,111.45,66.89,1.66,13.3,20.0,Long Term (3+ years),Overvalued by 21% — DCF fair value estimate 78,❌ Overvalued 21% · DCF fair value 78 · Insufficient Data at market price,,,
HOLX,75.52,59.08,54.31,67.93,-21.77,Overvalued 🔴,US General,9.0,-1.16,-20.0,19.15,True,True,0.905,GOOD,60,66.46,85.81,56.49,1.94,13.6,15.0,Long Term (3+ years),Overvalued by 22% — DCF fair value estimate 59,❌ Overvalued 22% · DCF fair value 59 · Insufficient Data at market price,,,
CHRD,138.26,107.69,136.14,72.91,-22.11,Overvalued 🔴,US Energy,8.7,-3.66,-20.0,3.87,True,True,0.693,AVERAGE,45,117.52,156.65,94.02,1.66,13.3,20.0,Long Term (3+ years),Overvalued by 22% — DCF fair value estimate 108,❌ Overvalued 22% · DCF fair value 108 · Insufficient Data at market price,,,
CHD,94.38,73.39,76.01,68.54,-22.23,Overvalued 🔴,US General,9.0,2.9,14.55,17.37,True,True,1.093,GOOD,73,83.05,87.21,70.6,0.33,-7.6,15.0,Long Term (3+ years),Overvalued by 22% — DCF fair value estimate 73,❌ Overvalued 22% · DCF fair value 73 · Insufficient Data at market price,,,
A,112.98,87.66,64.11,131.41,-22.41,Overvalued 🔴,US General,9.0,4.23,4.02,21.29,True,True,1.152,GOOD,70,99.42,132.4,84.51,2.21,17.2,15.0,Long Term (3+ years),Overvalued by 22% — DCF fair value estimate 88,❌ Overvalued 22% · DCF fair value 88 · Insufficient Data at market price,,,
PFGC,85.66,65.87,37.34,118.84,-23.11,Overvalued 🔴,US General,9.0,8.18,18.0,1.29,True,True,0.704,AVERAGE,51,72.81,102.62,58.25,2.05,19.8,20.0,Long Term (3+ years),Overvalued by 23% — DCF fair value estimate 66,❌ Overvalued 23% · DCF fair value 66 · Insufficient Data at market price,,,
IEX,191.63,146.64,128.86,179.67,-23.48,Overvalued 🔴,US Industrials,8.6,4.59,7.71,20.82,True,True,0.617,GOOD,69,168.63,191.8,143.34,0.92,0.1,15.0,Long Term (3+ years),Overvalued by 23% — DCF fair value estimate 147,❌ Overvalued 23% · DCF fair value 147 · Insufficient Data at market price,,,
AVY,170.64,130.46,96.39,193.74,-23.55,Overvalued 🔴,US General,8.5,0.41,0.92,12.69,True,True,0.681,GOOD,62,150.16,195.67,127.64,2.02,14.7,15.0,Long Term (3+ years),Overvalued by 24% — DCF fair value estimate 130,❌ Overvalued 24% · DCF fair value 130 · Insufficient Data at market price,,,
SLB,51.89,39.45,43.95,33.96,-23.97,Overvalued 🔴,US Energy,8.7,2.37,12.0,15.29,True,True,4.543,GOOD,65,45.66,47.95,38.81,0.33,-7.6,15.0,Long Term (3+ years),Overvalued by 24% — DCF fair value estimate 39,❌ Overvalued 24% · DCF fair value 39 · Insufficient Data at market price,,,
OKE,92.12,69.7,67.59,72.27,-24.34,Overvalued 🔴,US Energy,8.6,20.0,12.06,17.31,True,True,2.447,GOOD,74,81.07,117.55,68.91,3.0,27.6,15.0,Medium Term (1.5–3 years),Overvalued by 24% — DCF fair value estimate 70,❌ Overvalued 24% · DCF fair value 70 · Insufficient Data at market price,,,
EXPD,143.18,108.08,107.07,109.95,-24.51,Overvalued 🔴,US Industrials,9.1,0.85,-20.0,9.51,True,True,0.953,AVERAGE,52,121.7,135.19,97.36,0.55,-5.6,20.0,Long Term (3+ years),Overvalued by 25% — DCF fair value estimate 108,❌ Overvalued 25% · DCF fair value 108 · Insufficient Data at market price,,,
ON,63.1,47.17,43.66,55.36,-25.25,Overvalued 🔴,US Semiconductors,9.8,-10.0,-3.95,12.53,True,True,1.419,AVERAGE,51,53.63,71.49,42.91,1.66,13.3,20.0,Long Term (3+ years),Overvalued by 25% — DCF fair value estimate 47,❌ Overvalued 25% · DCF fair value 47 · Insufficient Data at market price,,,
DCI,87.12,65.06,52.9,87.65,-25.32,Overvalued 🔴,US Industrials,8.9,3.24,18.0,15.1,True,True,0.34,GOOD,77,76.67,92.86,65.17,1.41,6.6,15.0,Long Term (3+ years),Overvalued by 25% — DCF fair value estimate 65,❌ Overvalued 25% · DCF fair value 65 · Insufficient Data at market price,,,
NFLX,92.28,68.64,47.64,107.63,-25.62,Overvalued 🔴,US Mega-cap Tech,9.2,14.57,25.0,29.49,True,True,9.461,STRONG,84,83.05,114.44,73.09,3.15,24.0,12.0,Medium Term (1.5–3 years),Overvalued by 26% — DCF fair value estimate 69,❌ Overvalued 26% · DCF fair value 69 · Insufficient Data at market price,,,
SYK,327.65,243.66,194.56,334.85,-25.63,Overvalued 🔴,US General,9.0,11.03,18.0,20.14,True,True,4.283,STRONG,80,294.88,370.39,259.5,2.13,13.0,12.0,Long Term (3+ years),Overvalued by 26% — DCF fair value estimate 244,❌ Overvalued 26% · DCF fair value 244 · Insufficient Data at market price,,,
NDSN,270.85,201.14,176.2,247.46,-25.74,Overvalued 🔴,US Industrials,8.7,3.28,11.97,25.94,True,True,0.661,GOOD,78,238.35,262.23,202.6,0.67,-3.2,15.0,Long Term (3+ years),Overvalued by 26% — DCF fair value estimate 201,❌ Overvalued 26% · DCF fair value 201 · Insufficient Data at market price,,,
AA,58.7,43.52,25.52,85.52,-25.86,Overvalued 🔴,US Materials,10.6,5.12,12.0,5.91,True,True,0.567,GOOD,64,51.66,54.24,43.91,0.33,-7.6,15.0,Long Term (3+ years),Overvalued by 26% — DCF fair value estimate 44,❌ Overvalued 26% · DCF fair value 44 · Insufficient Data at market price,,,
EXP,186.69,138.1,128.37,160.79,-26.03,Overvalued 🔴,US Materials,9.5,2.71,-7.55,26.51,True,True,0.353,GOOD,64,164.29,216.91,139.64,2.14,16.2,15.0,Long Term (3+ years),Overvalued by 26% — DCF fair value estimate 138,❌ Overvalued 26% · DCF fair value 138 · Insufficient Data at market price,,,
JNJ,239.93,177.41,128.43,226.38,-26.06,Overvalued 🔴,US Pharma / Biotech,8.5,5.87,3.89,27.17,True,True,19.313,STRONG,80,215.94,243.41,190.02,1.06,1.4,12.0,Long Term (3+ years),Overvalued by 26% — DCF fair value estimate 177,❌ Overvalued 26% · DCF fair value 177 · Insufficient Data at market price,,,
DRI,201.66,148.88,106.63,227.35,-26.17,Overvalued 🔴,US General,9.0,6.75,6.15,11.89,True,True,1.027,GOOD,65,177.46,239.69,150.84,2.34,18.9,15.0,Long Term (3+ years),Overvalued by 26% — DCF fair value estimate 149,❌ Overvalued 26% · DCF fair value 149 · Insufficient Data at market price,,,
NXPI,197.61,145.69,97.93,234.38,-26.27,Overvalued 🔴,US General,9.0,-2.61,-5.19,24.74,True,True,2.283,GOOD,61,173.9,223.89,147.81,1.92,13.3,15.0,Long Term (3+ years),Overvalued by 26% — DCF fair value estimate 146,❌ Overvalued 26% · DCF fair value 146 · Insufficient Data at market price,,,
FANG,196.02,144.11,122.34,170.72,-26.48,Overvalued 🔴,US Energy,9.6,12.0,-20.0,32.94,True,True,-0.703,AVERAGE,54,166.62,189.85,133.29,0.7,-3.1,20.0,Long Term (3+ years),Overvalued by 26% — DCF fair value estimate 144,❌ Overvalued 26% · DCF fair value 144 · Insufficient Data at market price,,,
STE,223.38,164.15,133.23,221.57,-26.52,Overvalued 🔴,US General,9.0,7.32,18.0,17.6,True,True,0.778,GOOD,73,196.57,240.17,167.09,1.48,7.5,15.0,Long Term (3+ years),Overvalued by 27% — DCF fair value estimate 164,❌ Overvalued 27% · DCF fair value 164 · Insufficient Data at market price,,,
XYL,121.75,89.23,71.71,121.75,-26.71,Overvalued 🔴,US Industrials,9.1,10.45,18.0,14.68,True,True,0.91,GOOD,68,107.14,134.25,91.07,1.69,10.3,15.0,Long Term (3+ years),Overvalued by 27% — DCF fair value estimate 89,❌ Overvalued 27% · DCF fair value 89 · Insufficient Data at market price,,,
MDT,87.89,64.36,43.58,102.95,-26.77,Overvalued 🔴,US General,9.0,2.94,-4.74,19.5,True,True,5.185,AVERAGE,58,74.71,102.25,59.77,1.84,16.3,20.0,Long Term (3+ years),Overvalued by 27% — DCF fair value estimate 64,❌ Overvalued 27% · DCF fair value 64 · Insufficient Data at market price,,,
MDLZ,57.43,41.99,28.2,67.6,-26.88,Overvalued 🔴,US General,9.0,6.23,2.49,9.39,True,True,3.235,AVERAGE,55,48.82,68.06,39.05,1.97,18.5,20.0,Long Term (3+ years),Overvalued by 27% — DCF fair value estimate 42,❌ Overvalued 27% · DCF fair value 42 · Insufficient Data at market price,,,
KMB,99.36,72.43,53.29,107.97,-27.1,Overvalued 🔴,US General,9.0,-3.91,-4.16,14.29,True,True,1.639,AVERAGE,52,84.46,112.57,67.56,1.66,13.3,20.0,Long Term (3+ years),Overvalued by 27% — DCF fair value estimate 72,❌ Overvalued 27% · DCF fair value 72 · Insufficient Data at market price,,,
GPC,105.12,75.83,24.44,171.28,-27.86,Overvalued 🔴,US General,9.0,3.37,-20.0,5.0,True,True,0.421,AVERAGE,41,89.35,122.59,71.48,1.86,16.6,20.0,Long Term (3+ years),Overvalued by 28% — DCF fair value estimate 76,❌ Overvalued 28% · DCF fair value 76 · Insufficient Data at market price,,,
PG,143.92,103.77,86.71,124.62,-27.9,Overvalued 🔴,US Consumer Staples,8.0,1.0,1.15,24.26,True,True,14.044,GOOD,73,126.65,153.36,107.65,1.41,6.6,15.0,Long Term (3+ years),Overvalued by 28% — DCF fair value estimate 104,❌ Overvalued 28% · DCF fair value 104 · Insufficient Data at market price,,,
COO,71.45,51.47,25.15,100.36,-27.96,Overvalued 🔴,US General,9.0,5.97,-1.26,16.69,True,True,0.434,GOOD,65,62.88,84.56,53.44,2.3,18.3,15.0,Long Term (3+ years),Overvalued by 28% — DCF fair value estimate 51,❌ Overvalued 28% · DCF fair value 51 · Insufficient Data at market price,,,
DEO,74.05,53.05,32.97,90.34,-28.36,Overvalued 🔴,US General,9.0,-0.25,-11.19,21.41,True,True,2.685,AVERAGE,58,62.94,84.59,50.35,1.72,14.2,20.0,Long Term (3+ years),Overvalued by 28% — DCF fair value estimate 53,❌ Overvalued 28% · DCF fair value 53 · Insufficient Data at market price,,,
RCL,279.01,197.41,81.43,412.81,-29.25,Overvalued 🔴,US General,10.0,12.35,18.0,27.38,True,True,1.236,GOOD,78,245.53,341.93,208.7,2.62,22.6,15.0,Medium Term (1.5–3 years),Overvalued by 29% — DCF fair value estimate 197,❌ Overvalued 29% · DCF fair value 197 · Insufficient Data at market price,,,
PEP,151.73,107.21,67.71,155.49,-29.34,Overvalued 🔴,US Consumer Staples,8.0,2.48,10.0,14.36,True,True,7.672,GOOD,68,133.52,176.07,113.49,2.12,16.0,15.0,Long Term (3+ years),Overvalued by 29% — DCF fair value estimate 107,❌ Overvalued 29% · DCF fair value 107 · Insufficient Data at market price,,,
HUM,174.24,122.69,20.99,275.24,-29.59,Overvalued 🔴,US Healthcare Services,8.3,10.77,-20.0,0.92,True,True,0.375,AVERAGE,45,148.1,211.72,118.48,2.15,21.5,20.0,Long Term (3+ years),Overvalued by 30% — DCF fair value estimate 123,❌ Overvalued 30% · DCF fair value 123 · Insufficient Data at market price,,,
OTIS,78.7,55.4,41.02,82.09,-29.61,Overvalued 🔴,US Industrials,8.5,1.43,-0.02,15.38,True,True,1.444,GOOD,72,69.26,90.78,58.87,2.07,15.3,15.0,Long Term (3+ years),Overvalued by 30% — DCF fair value estimate 55,❌ Overvalued 30% · DCF fair value 55 · Insufficient Data at market price,,,
DINO,60.9,42.75,44.88,40.15,-29.8,Overvalued 🔴,US Energy,8.9,-5.0,-20.0,3.45,True,True,0.794,WEAK,34,48.72,69.0,36.54,1.67,13.3,25.0,Medium Term (1.5–3 years),Overvalued by 30% — DCF fair value estimate 43,❌ Overvalued 30% · DCF fair value 43 · Insufficient Data at market price,,,
TDY,625.37,437.09,395.68,514.0,-30.11,Overvalued 🔴,US General,9.0,6.26,18.0,18.8,True,True,1.074,GOOD,73,458.95,553.86,390.11,1.38,-11.4,15.0,Long Term (3+ years),Overvalued by 30% — DCF fair value estimate 437,❌ Overvalued 30% · DCF fair value 437 · Insufficient Data at market price,,,
IR,83.65,58.06,47.36,77.94,-30.59,Overvalued 🔴,US Industrials,9.2,7.03,14.0,19.74,True,True,1.22,GOOD,70,60.97,84.34,51.82,2.56,0.8,15.0,Long Term (3+ years),Overvalued by 31% — DCF fair value estimate 58,❌ Overvalued 31% · DCF fair value 58 · Insufficient Data at market price,,,
MSCI,530.99,368.11,318.09,484.82,-30.67,Overvalued 🔴,US IT Services / Enterprise Software,9.1,10.53,11.84,54.67,True,True,1.459,STRONG,94,386.52,534.84,340.13,3.2,0.7,12.0,Long Term (3+ years),Overvalued by 31% — DCF fair value estimate 368,❌ Overvalued 31% · DCF fair value 368 · Insufficient Data at market price,,,
PKG,213.36,147.69,96.6,242.55,-30.78,Overvalued 🔴,US General,8.5,5.13,2.76,13.97,True,True,0.729,GOOD,66,155.07,251.3,131.81,4.14,17.8,15.0,Long Term (3+ years),Overvalued by 31% — DCF fair value estimate 148,❌ Overvalued 31% · DCF fair value 148 · Insufficient Data at market price,,,
HRL,23.05,15.92,10.01,26.89,-30.94,Overvalued 🔴,US General,9.0,0.55,-15.71,7.39,True,True,0.534,AVERAGE,47,16.71,26.45,13.37,2.91,14.8,20.0,Long Term (3+ years),Overvalued by 31% — DCF fair value estimate 16,❌ Overvalued 31% · DCF fair value 16 · Insufficient Data at market price,,,
VRTX,454.97,313.5,231.97,395.03,-31.09,Overvalued 🔴,US Pharma / Biotech,8.5,9.48,-10.31,37.95,True,True,3.194,GOOD,78,329.18,433.31,279.8,2.11,-4.8,15.0,Long Term (3+ years),Overvalued by 31% — DCF fair value estimate 314,❌ Overvalued 31% · DCF fair value 314 · Insufficient Data at market price,,,
JBHT,209.1,144.04,155.39,122.98,-31.11,Overvalued 🔴,US Industrials,9.1,-3.15,18.0,7.21,True,True,0.948,AVERAGE,57,151.24,180.95,121.0,0.98,-13.5,20.0,Long Term (3+ years),Overvalued by 31% — DCF fair value estimate 144,❌ Overvalued 31% · DCF fair value 144 · Insufficient Data at market price,,,
SYY,82.8,56.66,32.61,101.32,-31.57,Overvalued 🔴,US General,9.0,4.26,10.86,3.8,True,True,1.604,AVERAGE,54,59.49,97.05,47.59,3.16,17.2,20.0,Long Term (3+ years),Overvalued by 32% — DCF fair value estimate 57,❌ Overvalued 32% · DCF fair value 57 · Insufficient Data at market price,,,
AMD,220.27,150.58,99.99,268.64,-31.64,Overvalued 🔴,US Semiconductors,9.8,30.0,25.7,10.66,True,True,6.735,GOOD,76,158.11,295.6,134.4,5.8,34.2,15.0,Medium Term (1.5–3 years),Overvalued by 32% — DCF fair value estimate 151,❌ Overvalued 32% · DCF fair value 151 · Insufficient Data at market price,,,
WH,79.19,54.05,33.79,91.68,-31.75,Overvalued 🔴,US General,9.0,0.27,-3.82,35.62,True,True,0.321,GOOD,65,56.75,90.74,48.24,3.99,14.6,15.0,Long Term (3+ years),Overvalued by 32% — DCF fair value estimate 54,❌ Overvalued 32% · DCF fair value 54 · Insufficient Data at market price,,,
HON,225.79,154.03,113.25,229.75,-31.78,Overvalued 🔴,US Industrials,8.3,5.44,6.15,17.54,True,True,5.422,GOOD,71,161.73,246.44,137.47,3.49,9.1,15.0,Long Term (3+ years),Overvalued by 32% — DCF fair value estimate 154,❌ Overvalued 32% · DCF fair value 154 · Insufficient Data at market price,,,
AME,215.33,146.22,131.06,174.38,-32.1,Overvalued 🔴,US Industrials,8.9,6.52,16.78,25.81,True,True,1.672,STRONG,83,153.53,188.17,135.11,1.88,-12.6,12.0,Long Term (3+ years),Overvalued by 32% — DCF fair value estimate 146,❌ Overvalued 32% · DCF fair value 146 · Insufficient Data at market price,,,
EMR,130.86,88.75,59.17,143.69,-32.18,Overvalued 🔴,US Industrials,9.0,5.51,0.55,19.6,True,True,2.667,GOOD,67,93.19,154.19,79.21,4.36,17.8,15.0,Long Term (3+ years),Overvalued by 32% — DCF fair value estimate 89,❌ Overvalued 32% · DCF fair value 89 · Insufficient Data at market price,,,
PPG,106.69,72.3,55.88,110.61,-32.23,Overvalued 🔴,US Materials,9.1,0.34,12.0,13.66,True,True,1.163,GOOD,72,75.91,79.71,64.53,0.33,-25.3,15.0,Long Term (3+ years),Overvalued by 32% — DCF fair value estimate 72,❌ Overvalued 32% · DCF fair value 72 · Insufficient Data at market price,,,
SWK,71.85,48.6,26.9,88.91,-32.36,Overvalued 🔴,US Industrials,8.7,-2.4,-10.73,8.3,True,True,0.688,AVERAGE,42,51.03,81.41,40.83,2.98,13.3,20.0,Long Term (3+ years),Overvalued by 32% — DCF fair value estimate 49,❌ Overvalued 32% · DCF fair value 49 · Insufficient Data at market price,,,
AVGO,318.81,211.43,111.69,444.16,-33.68,Overvalued 🔴,US Semiconductors,9.8,24.08,16.69,40.81,True,True,26.914,STRONG,84,222.0,415.38,195.36,7.26,30.3,12.0,Medium Term (1.5–3 years),Overvalued by 34% — DCF fair value estimate 211,❌ Overvalued 34% · DCF fair value 211 · Insufficient Data at market price,,,
TPR,146.18,96.76,71.25,144.15,-33.8,Overvalued 🔴,US General,9.9,3.69,12.17,18.11,True,True,1.094,GOOD,72,101.6,153.11,86.36,3.38,4.7,15.0,Long Term (3+ years),Overvalued by 34% — DCF fair value estimate 97,❌ Overvalued 34% · DCF fair value 97 · Insufficient Data at market price,,,
CARR,59.25,39.09,31.07,53.98,-34.02,Overvalued 🔴,US Industrials,8.9,1.21,13.23,8.77,True,True,2.121,AVERAGE,56,41.05,66.51,32.84,3.1,12.3,20.0,Long Term (3+ years),Overvalued by 34% — DCF fair value estimate 39,❌ Overvalued 34% · DCF fair value 39 · Insufficient Data at market price,,,
EW,82.67,54.45,48.18,66.12,-34.13,Overvalued 🔴,US General,9.0,11.24,11.22,26.97,True,True,1.335,STRONG,89,57.18,73.22,50.32,2.34,-11.4,12.0,Long Term (3+ years),Overvalued by 34% — DCF fair value estimate 54,❌ Overvalued 34% · DCF fair value 54 · Insufficient Data at market price,,,
CMG,32.5,21.3,18.04,27.36,-34.46,Overvalued 🔴,US General,9.0,7.79,17.98,16.88,True,True,1.448,GOOD,74,22.37,29.73,19.01,2.19,-8.5,15.0,Long Term (3+ years),Overvalued by 34% — DCF fair value estimate 21,❌ Overvalued 34% · DCF fair value 21 · Insufficient Data at market price,,,
HUBB,503.2,328.34,272.8,431.48,-34.75,Overvalued 🔴,US Industrials,8.7,4.59,18.0,20.68,True,True,0.875,GOOD,76,344.75,460.62,293.04,2.24,-8.5,15.0,Long Term (3+ years),Overvalued by 35% — DCF fair value estimate 328,❌ Overvalued 35% · DCF fair value 328 · Insufficient Data at market price,,,
WCC,276.76,180.47,80.82,365.52,-34.79,Overvalued 🔴,US Industrials,8.9,5.91,-20.0,5.24,True,True,0.025,AVERAGE,46,189.49,327.42,151.59,3.64,18.3,20.0,Long Term (3+ years),Overvalued by 35% — DCF fair value estimate 180,❌ Overvalued 35% · DCF fair value 180 · Insufficient Data at market price,,,
LHX,352.02,229.37,206.23,272.33,-34.84,Overvalued 🔴,US Industrials,8.7,4.97,11.39,9.83,True,True,2.682,AVERAGE,53,240.84,291.34,192.67,1.05,-17.2,20.0,Long Term (3+ years),Overvalued by 35% — DCF fair value estimate 229,❌ Overvalued 35% · DCF fair value 229 · Insufficient Data at market price,,,
MRVL,98.45,63.98,33.11,135.99,-35.02,Overvalued 🔴,US Semiconductors,9.8,30.0,8.72,16.33,True,True,1.392,STRONG,83,67.17,70.53,59.11,0.42,-28.4,12.0,Medium Term (1.5–3 years),Overvalued by 35% — DCF fair value estimate 64,❌ Overvalued 35% · DCF fair value 64 · Insufficient Data at market price,,,
AAPL,252.62,162.15,109.02,260.82,-35.81,Overvalued 🔴,US Mega-cap Tech,9.2,5.0,-4.02,31.97,True,True,98.767,GOOD,70,170.26,279.08,144.72,4.26,10.5,15.0,Long Term (3+ years),Overvalued by 36% — DCF fair value estimate 162,❌ Overvalued 36% · DCF fair value 162 · Insufficient Data at market price,,,
UNP,241.33,154.53,114.11,229.61,-35.97,Overvalued 🔴,US Industrials,8.4,0.45,-1.44,40.17,True,True,5.499,GOOD,68,162.26,276.79,137.92,4.71,14.7,15.0,Long Term (3+ years),Overvalued by 36% — DCF fair value estimate 155,❌ Overvalued 36% · DCF fair value 155 · Insufficient Data at market price,,,
VLO,234.54,149.78,194.57,95.02,-36.14,Overvalued 🔴,US Energy,8.7,-7.88,-20.0,3.51,True,True,5.03,WEAK,39,157.26,177.95,117.95,0.53,-24.1,25.0,Medium Term (1.5–3 years),Overvalued by 36% — DCF fair value estimate 150,❌ Overvalued 36% · DCF fair value 150 · Insufficient Data at market price,,,
TXRH,169.08,107.57,83.18,152.89,-36.38,Overvalued 🔴,US General,8.7,11.06,7.84,8.08,True,True,0.336,GOOD,66,112.95,169.14,96.01,3.32,0.0,15.0,Long Term (3+ years),Overvalued by 36% — DCF fair value estimate 108,❌ Overvalued 36% · DCF fair value 108 · Insufficient Data at market price,,,
AZO,3386.14,2130.16,1395.73,3494.08,-37.09,Overvalued 🔴,US General,9.0,3.55,-11.65,19.06,True,True,1.79,GOOD,76,2236.66,3708.23,1901.16,4.39,9.5,15.0,Long Term (3+ years),Overvalued by 37% — DCF fair value estimate 2130,❌ Overvalued 37% · DCF fair value 2130 · Insufficient Data at market price,,,
MOS,26.19,16.38,7.41,37.31,-37.44,Overvalued 🔴,US Materials,9.7,3.83,-20.0,8.95,True,True,-0.535,WEAK,32,17.2,30.62,12.9,3.12,16.9,25.0,Medium Term (1.5–3 years),Overvalued by 37% — DCF fair value estimate 16,❌ Overvalued 37% · DCF fair value 16 · Insufficient Data at market price,,,
TMDX,105.13,65.75,64.77,66.73,-37.46,Overvalued 🔴,US Pharma / Biotech,10.0,20.0,0.0,17.93,True,True,0.134,GOOD,73,69.04,86.01,58.68,1.64,-18.2,15.0,Long Term (3+ years),Overvalued by 37% — DCF fair value estimate 66,❌ Overvalued 37% · DCF fair value 66 · Insufficient Data at market price,,,
AMZN,211.71,132.01,61.66,262.67,-37.64,Overvalued 🔴,US Mega-cap Tech,9.2,12.12,-20.0,11.16,True,True,7.695,GOOD,72,138.61,259.13,117.82,5.8,22.4,15.0,Long Term (3+ years),Overvalued by 38% — DCF fair value estimate 132,❌ Overvalued 38% · DCF fair value 132 · Insufficient Data at market price,,,
ACAD,22.01,13.67,11.06,16.28,-37.88,Overvalued 🔴,US Pharma / Biotech,8.2,14.99,-20.0,9.78,True,True,0.105,GOOD,69,14.36,20.44,12.2,2.83,-7.1,15.0,Long Term (3+ years),Overvalued by 38% — DCF fair value estimate 14,❌ Overvalued 38% · DCF fair value 14 · Insufficient Data at market price,,,
CAH,211.31,131.22,95.88,196.83,-37.9,Overvalued 🔴,US General,9.0,1.7,-13.67,1.04,True,True,1.85,AVERAGE,46,137.78,243.19,110.22,3.83,15.1,20.0,Long Term (3+ years),Overvalued by 38% — DCF fair value estimate 131,❌ Overvalued 38% · DCF fair value 131 · Insufficient Data at market price,,,
EOG,143.21,88.46,97.1,77.9,-38.23,Overvalued 🔴,US Energy,9.6,-5.45,-18.96,32.11,True,True,3.45,GOOD,64,92.89,97.53,78.95,0.33,-31.9,15.0,Long Term (3+ years),Overvalued by 38% — DCF fair value estimate 88,❌ Overvalued 38% · DCF fair value 88 · Insufficient Data at market price,,,
TT,434.0,267.13,229.78,336.48,-38.45,Overvalued 🔴,US Industrials,9.2,8.51,18.0,18.61,True,True,2.812,GOOD,77,280.48,367.13,238.41,2.06,-15.4,15.0,Long Term (3+ years),Overvalued by 38% — DCF fair value estimate 267,❌ Overvalued 38% · DCF fair value 267 · Insufficient Data at market price,,,
NOC,691.21,422.73,325.26,603.76,-38.84,Overvalued 🔴,US Industrials,8.7,3.21,14.0,10.2,True,True,3.307,GOOD,65,443.87,639.54,377.29,2.94,-7.5,15.0,Long Term (3+ years),Overvalued by 39% — DCF fair value estimate 423,❌ Overvalued 39% · DCF fair value 423 · Insufficient Data at market price,,,
MMM,148.05,90.28,68.05,131.55,-39.02,Overvalued 🔴,US Industrials,9.0,-3.09,-20.0,19.2,True,True,1.396,AVERAGE,53,94.79,167.74,75.83,3.85,13.3,20.0,Long Term (3+ years),Overvalued by 39% — DCF fair value estimate 90,❌ Overvalued 39% · DCF fair value 90 · Insufficient Data at market price,,,
COP,128.93,78.31,69.89,88.59,-39.27,Overvalued 🔴,US Energy,9.6,4.31,-20.0,19.24,True,True,7.243,AVERAGE,59,82.22,94.43,65.78,0.74,-26.8,20.0,Long Term (3+ years),Overvalued by 39% — DCF fair value estimate 78,❌ Overvalued 39% · DCF fair value 78 · Insufficient Data at market price,,,
HAL,38.63,23.44,24.11,22.61,-39.33,Overvalued 🔴,US Energy,8.6,-0.78,10.21,13.93,True,True,1.672,AVERAGE,57,24.61,33.44,19.69,1.8,-13.4,20.0,Long Term (3+ years),Overvalued by 39% — DCF fair value estimate 23,❌ Overvalued 39% · DCF fair value 23 · Insufficient Data at market price,,,
BKR,62.62,37.83,40.24,34.89,-39.59,Overvalued 🔴,US Energy,9.0,3.57,12.0,12.83,True,True,2.537,GOOD,63,39.72,41.71,33.76,0.33,-33.4,15.0,Long Term (3+ years),Overvalued by 40% — DCF fair value estimate 38,❌ Overvalued 40% · DCF fair value 38 · Insufficient Data at market price,,,
DHR,187.15,112.26,94.21,139.34,-40.02,Overvalued 🔴,US Healthcare Services,8.3,2.0,-11.38,19.09,True,True,5.26,GOOD,61,117.87,172.45,100.19,3.09,-7.9,15.0,Long Term (3+ years),Overvalued by 40% — DCF fair value estimate 112,❌ Overvalued 40% · DCF fair value 112 · Insufficient Data at market price,,,
ORCL,146.02,87.57,49.94,175.39,-40.03,Overvalued 🔴,US IT Services / Enterprise Software,9.1,9.26,22.0,31.45,True,True,-0.394,GOOD,66,91.95,96.55,78.16,0.33,-33.9,15.0,Medium Term (1.5–3 years),Overvalued by 40% — DCF fair value estimate 88,❌ Overvalued 40% · DCF fair value 88 · Insufficient Data at market price,,,
YUM,159.16,95.02,65.75,149.38,-40.3,Overvalued 🔴,US General,9.0,7.8,11.87,30.8,True,True,1.639,STRONG,91,99.77,162.35,87.8,5.23,2.0,12.0,Long Term (3+ years),Overvalued by 40% — DCF fair value estimate 95,❌ Overvalued 40% · DCF fair value 95 · Insufficient Data at market price,,,
ITW,266.45,159.05,133.44,206.62,-40.31,Overvalued 🔴,US Industrials,8.9,0.64,11.17,26.28,True,True,2.707,GOOD,73,167.0,253.75,141.95,3.46,-4.8,15.0,Long Term (3+ years),Overvalued by 40% — DCF fair value estimate 159,❌ Overvalued 40% · DCF fair value 159 · Insufficient Data at market price,,,
